COUNTY,YEAR,RACE,POP,POP_PROP
Pickaway,2019,Some other race alone,142.0,0.002426479383469182
Pickaway,2020,Some other race alone,289.0,0.0024634740951634078
Pickaway,2021,Some other race alone,155.0,0.0026376244363141327
Pickaway,2022,Some other race alone,157.0,0.002616361424500475
Pickaway,2023,Some other race alone,165.0,0.0027011099106178174
Ross,2010,Some other race alone,448.0,0.002868264699856587
Ross,2011,Some other race alone,218.0,0.0028094955795551204
Ross,2012,Some other race alone,217.0,0.0028051034785868483
Ross,2013,Some other race alone,224.0,0.0028978382644018683
Ross,2014,Some other race alone,230.0,0.0029825198402406764
Ross,2015,Some other race alone,235.0,0.0030492947694862912
Ross,2016,Some other race alone,240.0,0.0031214233690562898
Ross,2017,Some other race alone,235.0,0.0030401428220287454
Ross,2018,Some other race alone,239.0,0.003109590288710496
Ross,2019,Some other race alone,258.0,0.003367574693589861
Ross,2020,Some other race alone,511.0,0.0033296626680306774
Ross,2021,Some other race alone,256.0,0.0033464052287581697
Ross,2022,Some other race alone,273.0,0.0035682543002039002
Ross,2023,Some other race alone,279.0,0.0036470111501810433
Union,2010,Some other race alone,252.0,0.002403387632090947
Union,2011,Some other race alone,125.0,0.002354004632681117
Union,2012,Some other race alone,123.0,0.0023296336982461456
Union,2013,Some other race alone,119.0,0.0022267964071856286
Union,2014,Some other race alone,113.0,0.0021010747090104494
Union,2015,Some other race alone,113.0,0.0020774350112144724
Union,2016,Some other race alone,118.0,0.002122263988057769
Union,2017,Some other race alone,118.0,0.0020759297702403153
Union,2018,Some other race alone,136.0,0.0023514765889757244
Union,2019,Some other race alone,138.0,0.0023368442442510246
Union,2020,Some other race alone,246.0,0.001998277906844508
Union,2021,Some other race alone,130.0,0.001996743771695389
Union,2022,Some other race alone,135.0,0.002018661403193971
Union,2023,Some other race alone,137.0,0.0019673449459339143
